ball_1,ball_2,ball_3,ball_4,ball_5,win_times
1,10,11,12,42,1
7,9,16,27,42,1
1,10,11,12,20,1
12,13,15,18,22,1
9,13,15,18,22,1
9,12,15,18,22,1
9,12,13,18,22,1
9,12,13,15,22,1
9,12,13,15,18,1
20,27,30,37,41,1
7,27,30,37,41,1
7,20,30,37,41,1
7,20,27,37,41,1
7,20,27,30,41,1
7,20,27,30,37,1
9,16,27,39,42,1
7,16,27,39,42,1
7,9,27,39,42,1
7,9,16,39,42,1
16,20,22,31,34,1
16,20,26,31,34,1
16,22,26,31,34,1
9,10,15,20,42,1
7,19,25,33,39,1
7,8,25,33,39,1
7,8,19,33,39,1
7,8,19,25,39,1
7,8,19,25,33,1
6,21,23,37,38,1
1,21,23,37,38,1
1,6,23,37,38,1
1,6,21,37,38,1
1,6,21,23,38,1
1,6,21,23,37,1
6,8,29,36,39,1
1,8,29,36,39,1
1,6,29,36,39,1
1,6,8,36,39,1
1,6,8,29,39,1
1,6,8,29,36,1
9,10,15,20,22,1
9,10,15,22,42,1
10,24,30,34,36,1
9,10,20,22,42,1
4,5,9,28,38,1
4,5,9,13,38,1
4,5,9,13,28,1
10,11,23,24,34,1
6,11,23,24,34,1
6,10,23,24,34,1
6,10,11,24,34,1
6,10,11,23,34,1
6,10,11,23,24,1
5,14,36,39,40,1
2,14,36,39,40,1
2,5,36,39,40,1
2,5,14,39,40,1
2,5,14,36,40,1
2,5,14,36,39,1
10,15,20,22,42,1
9,15,20,22,42,1
22,24,30,34,36,1
10,22,30,34,36,1
20,22,26,31,34,1
4,20,24,32,38,1
6,11,25,32,36,1
6,8,25,32,36,1
6,8,11,32,36,1
6,8,11,25,36,1
6,8,11,25,32,1
12,17,19,22,33,1
9,17,19,22,33,1
9,12,19,22,33,1
9,12,17,22,33,1
9,12,17,19,33,1
9,12,17,19,22,1
22,23,30,34,37,1
13,23,30,34,37,1
13,22,30,34,37,1
13,22,23,34,37,1
13,22,23,30,37,1
13,22,23,30,34,1
8,11,25,32,36,1
4,20,24,32,39,1
10,22,24,34,36,1
4,20,24,38,39,1
10,22,24,30,36,1
10,22,24,30,34,1
12,15,22,30,32,1
8,15,22,30,32,1
8,12,22,30,32,1
8,12,15,30,32,1
8,12,15,22,32,1
8,12,15,22,30,1
13,28,29,30,42,1
9,28,29,30,42,1
9,13,29,30,42,1
9,13,28,30,42,1
9,13,28,29,42,1
9,13,28,29,30,1
20,24,32,38,39,1
4,24,32,38,39,1
4,20,32,38,39,1
5,9,14,15,33,1
14,25,29,32,34,1
14,16,21,36,41,1
10,25,28,35,42,1
4,7,16,18,37,1
4,7,16,18,30,1
13,17,30,31,42,1
7,17,30,31,42,1
7,13,17,31,42,1
7,13,17,30,42,1
7,13,17,30,31,1
24,25,28,35,42,1
10,24,28,35,42,1
10,13,17,33,42,1
10,24,25,35,42,1
10,24,25,28,42,1
10,24,25,28,35,1
5,15,18,38,40,1
2,15,18,38,40,1
2,5,18,38,40,1
2,5,15,38,40,1
2,5,15,18,40,1
4,7,16,30,37,1
4,7,18,30,37,1
4,16,18,30,37,1
7,16,18,30,37,1
4,9,21,34,36,1
4,8,21,34,36,1
4,8,9,34,36,1
4,8,9,21,36,1
4,8,9,21,34,1
26,35,37,39,40,1
17,35,37,39,40,1
17,26,37,39,40,1
17,26,35,39,40,1
17,26,35,37,40,1
17,26,35,37,39,1
14,20,28,31,40,1
1,20,28,31,40,1
1,14,28,31,40,1
1,14,20,31,40,1
1,14,20,28,40,1
1,14,20,28,31,1
2,5,15,18,38,1
6,19,24,37,40,1
3,19,24,37,40,1
10,14,23,29,37,1
18,21,25,33,37,1
5,21,25,33,37,1
5,18,25,33,37,1
5,18,21,33,37,1
5,18,21,25,37,1
5,18,21,25,33,1
15,19,27,28,34,1
8,19,27,28,34,1
8,15,27,28,34,1
8,15,19,28,34,1
8,15,19,27,34,1
8,15,19,27,28,1
16,29,35,38,42,1
10,29,35,38,42,1
10,16,35,38,42,1
10,16,29,38,42,1
10,16,29,35,42,1
10,14,23,29,32,1
10,14,23,32,37,1
3,6,24,37,40,1
10,14,29,32,37,1
3,6,19,37,40,1
3,6,19,24,40,1
3,6,19,24,37,1
7,19,27,32,38,1
5,19,27,32,38,1
5,7,27,32,38,1
5,7,19,32,38,1
5,7,19,27,38,1
5,7,19,27,32,1
18,21,29,31,33,1
11,21,29,31,33,1
11,18,29,31,33,1
11,18,21,31,33,1
11,18,21,29,33,1
11,18,21,29,31,1
14,23,29,32,37,1
10,23,29,32,37,1
8,9,21,34,36,1
8,19,25,33,40,1
8,19,25,39,40,1
2,31,33,36,41,1
2,28,31,36,41,1
2,28,31,33,41,1
2,28,31,33,36,1
18,21,26,30,35,1
8,21,26,30,35,1
8,18,26,30,35,1
8,18,21,30,35,1
8,18,21,26,35,1
8,18,21,26,30,1
12,17,18,30,42,1
4,17,18,30,42,1
4,12,18,30,42,1
4,12,17,30,42,1
4,12,17,18,42,1
4,12,17,18,30,1
16,17,26,30,34,1
5,17,26,30,34,1
2,28,33,36,41,1
28,31,33,36,41,1
5,16,17,30,34,1
5,14,20,26,36,1
5,11,22,24,38,1
4,11,22,24,38,1
4,5,22,24,38,1
4,5,11,24,38,1
4,5,11,22,38,1
4,5,11,22,24,1
13,29,34,35,38,1
12,29,34,35,38,1
12,13,34,35,38,1
12,13,29,35,38,1
12,13,29,34,38,1
12,13,29,34,35,1
14,20,26,36,39,1
5,20,26,36,39,1
5,14,26,36,39,1
5,14,20,36,39,1
5,14,20,26,39,1
5,16,26,30,34,1
5,16,17,26,34,1
8,19,33,39,40,1
2,15,21,25,37,1
2,14,15,25,37,1
2,14,15,21,37,1
2,14,15,21,25,1
19,22,23,31,32,1
10,22,23,31,32,1
10,19,23,31,32,1
10,19,22,31,32,1
10,19,22,23,32,1
10,19,22,23,31,1
15,25,30,32,34,1
7,25,30,32,34,1
7,15,30,32,34,1
7,15,25,32,34,1
7,15,25,30,34,1
7,15,25,30,32,1
19,25,33,39,40,1
8,25,33,39,40,1
2,14,21,25,37,1
14,15,21,25,37,1
5,16,17,26,30,1
5,10,15,25,36,1
19,20,28,29,35,1
7,20,28,29,35,1
7,19,28,29,35,1
7,19,20,29,35,1
7,19,20,28,35,1
7,19,20,28,29,1
13,23,27,33,42,1
10,23,27,33,42,1
10,13,27,33,42,1
10,13,23,33,42,1
10,13,23,27,42,1
10,13,23,27,33,1
10,15,25,36,39,1
5,15,25,36,39,1
5,10,25,36,39,1
5,10,15,36,39,1
5,10,15,25,39,1
10,16,29,35,38,1
3,13,17,33,42,1
5,7,9,21,36,1
4,7,17,25,38,1
8,9,12,19,27,1
5,9,12,19,27,1
5,8,12,19,27,1
5,8,9,19,27,1
5,8,9,12,27,1
5,8,9,12,19,1
7,14,17,25,38,1
4,14,17,25,38,1
4,7,14,25,38,1
3,10,17,33,42,1
4,7,14,17,38,1
4,7,14,17,25,1
8,10,18,24,38,1
6,10,18,24,38,1
6,8,18,24,38,1
6,8,10,24,38,1
6,8,10,18,38,1
6,8,10,18,24,1
17,20,23,28,33,1
17,20,23,28,34,1
17,20,23,33,34,1
17,20,28,33,34,1
3,7,28,40,41,1
3,7,28,33,41,1
3,7,28,33,40,1
21,24,29,41,42,1
13,24,29,41,42,1
13,21,29,41,42,1
13,21,24,41,42,1
13,21,24,29,42,1
13,21,24,29,41,1
9,15,25,28,40,1
1,15,25,28,40,1
1,9,25,28,40,1
1,9,15,28,40,1
1,9,15,25,40,1
1,9,15,25,28,1
20,23,28,33,34,1
17,23,28,33,34,1
8,14,19,23,41,1
6,14,19,23,41,1
6,8,19,23,41,1
11,16,18,20,31,1
5,18,23,32,33,1
5,10,23,32,33,1
5,10,18,32,33,1
5,10,18,23,33,1
5,10,18,23,32,1
31,33,37,39,40,1
17,33,37,39,40,1
17,31,37,39,40,1
17,31,33,39,40,1
17,31,33,37,40,1
17,31,33,37,39,1
19,23,26,31,35,1
13,23,26,31,35,1
13,19,26,31,35,1
13,19,23,31,35,1
13,19,23,26,35,1
13,19,23,26,31,1
10,18,23,32,33,1
11,16,18,20,36,1
6,8,14,23,41,1
11,16,18,31,36,1
6,8,14,19,41,1
6,8,14,19,23,1
18,19,25,30,42,1
9,19,25,30,42,1
9,18,25,30,42,1
9,18,19,30,42,1
9,18,19,25,42,1
9,18,19,25,30,1
11,13,18,27,40,1
8,13,18,27,40,1
8,11,18,27,40,1
8,11,13,27,40,1
8,11,13,18,40,1
8,11,13,18,27,1
16,18,20,31,36,1
11,18,20,31,36,1
11,16,20,31,36,1
3,7,33,40,41,1
3,28,33,40,41,1
7,28,33,40,41,1
6,12,13,22,30,1
7,22,29,32,36,1
6,22,29,32,36,1
6,7,29,32,36,1
6,7,22,32,36,1
6,7,22,29,36,1
6,7,22,29,32,1
9,11,13,34,37,1
1,11,13,34,37,1
1,9,13,34,37,1
1,9,11,34,37,1
1,9,11,13,37,1
1,9,11,13,34,1
16,20,23,36,39,1
9,20,23,36,39,1
9,16,23,36,39,1
9,16,20,36,39,1
9,16,20,23,39,1
6,12,13,22,27,1
6,12,13,27,30,1
4,6,11,25,34,1
6,12,22,27,30,1
3,10,13,33,42,1
3,10,13,17,42,1
3,10,13,17,33,1
21,25,27,29,38,1
4,25,27,29,38,1
4,21,27,29,38,1
4,21,25,29,38,1
4,21,25,27,38,1
4,21,25,27,29,1
12,27,29,33,41,1
1,27,29,33,41,1
1,12,29,33,41,1
1,12,27,33,41,1
1,12,27,29,41,1
1,12,27,29,33,1
12,13,22,27,30,1
6,13,22,27,30,1
9,16,20,23,36,1
3,6,11,25,34,1
4,12,32,38,40,1
3,5,17,18,36,1
17,18,21,39,42,1
1,18,21,39,42,1
1,17,21,39,42,1
1,17,18,39,42,1
1,17,18,21,42,1
1,17,18,21,39,1
5,7,10,23,37,1
1,7,10,23,37,1
1,5,10,23,37,1
1,5,7,23,37,1
1,5,7,10,37,1
1,5,7,10,23,1
12,32,38,40,42,1
4,32,38,40,42,1
4,12,38,40,42,1
4,12,32,40,42,1
4,12,32,38,42,1
3,5,17,18,31,1
3,5,17,31,36,1
3,4,11,25,34,1
3,5,18,31,36,1
3,4,6,25,34,1
3,4,6,11,34,1
3,4,6,11,25,1
12,14,15,36,37,1
4,14,15,36,37,1
4,12,15,36,37,1
4,12,14,36,37,1
4,12,14,15,37,1
4,12,14,15,36,1
17,19,22,25,36,1
11,19,22,25,36,1
11,17,22,25,36,1
11,17,19,25,36,1
11,17,19,22,36,1
11,17,19,22,25,1
5,17,18,31,36,1
3,17,18,31,36,1
5,7,9,21,27,1
5,7,9,27,36,1
14,17,29,32,34,1
10,14,21,30,32,1
13,22,24,33,42,1
10,22,24,33,42,1
10,13,24,33,42,1
10,13,22,33,42,1
10,13,22,24,42,1
10,13,22,24,33,1
14,20,21,30,32,1
10,20,21,30,32,1
10,14,20,30,32,1
5,33,34,37,41,1
10,14,20,21,32,1
10,14,20,21,30,1
12,21,23,37,41,1
7,21,23,37,41,1
7,12,23,37,41,1
7,12,21,37,41,1
7,12,21,23,41,1
7,12,21,23,37,1
1,4,9,31,38,1
1,4,9,31,39,1
1,4,9,38,39,1
1,4,31,38,39,1
2,14,21,32,36,1
2,14,21,24,36,1
2,14,21,24,32,1
4,6,10,11,38,1
3,6,10,11,38,1
3,4,10,11,38,1
3,4,6,11,38,1
3,4,6,10,38,1
3,4,6,10,11,1
11,23,29,34,42,1
4,23,29,34,42,1
4,11,29,34,42,1
4,11,23,34,42,1
4,11,23,29,42,1
4,11,23,29,34,1
4,9,31,38,39,1
1,9,31,38,39,1
9,14,27,29,32,1
3,14,27,29,32,1
3,9,27,29,32,1
15,26,28,30,33,1
2,14,15,25,28,1
2,9,15,25,28,1
2,9,14,25,28,1
2,9,14,15,28,1
2,9,14,15,25,1
22,23,26,29,35,1
13,23,26,29,35,1
13,22,26,29,35,1
13,22,23,29,35,1
13,22,23,26,35,1
13,22,23,26,29,1
9,11,16,19,33,1
2,11,16,19,33,1
2,9,16,19,33,1
2,9,11,19,33,1
2,9,11,16,33,1
2,9,11,16,19,1
9,14,15,25,28,1
15,26,28,30,41,1
3,9,14,29,32,1
15,26,28,33,41,1
3,9,14,27,32,1
3,9,14,27,29,1
22,24,28,29,38,1
21,24,28,29,38,1
21,22,28,29,38,1
21,22,24,29,38,1
21,22,24,28,38,1
21,22,24,28,29,1
10,13,26,27,40,1
8,13,26,27,40,1
8,10,26,27,40,1
8,10,13,27,40,1
8,10,13,26,40,1
8,10,13,26,27,1
26,28,30,33,41,1
15,28,30,33,41,1
15,26,30,33,41,1
2,14,24,32,36,1
2,21,24,32,36,1
14,21,24,32,36,1
3,4,18,19,42,1
6,19,29,32,38,1
4,19,29,32,38,1
4,6,29,32,38,1
4,6,19,32,38,1
4,6,19,29,38,1
4,6,19,29,32,1
19,23,30,32,35,1
9,23,30,32,35,1
9,19,30,32,35,1
9,19,23,32,35,1
9,19,23,30,35,1
9,19,23,30,32,1
6,8,23,26,27,1
2,8,23,26,27,1
2,6,23,26,27,1
2,6,8,26,27,1
2,6,8,23,27,1
3,4,18,19,28,1
3,4,18,28,42,1
7,17,25,30,37,1
3,4,19,28,42,1
14,17,25,32,34,1
14,17,25,29,34,1
14,17,25,29,32,1
11,16,27,28,30,1
8,16,27,28,30,1
8,11,27,28,30,1
8,11,16,28,30,1
8,11,16,27,30,1
8,11,16,27,28,1
10,13,19,31,32,1
8,13,19,31,32,1
8,10,19,31,32,1
8,10,13,31,32,1
8,10,13,19,32,1
8,10,13,19,31,1
4,18,19,28,42,1
3,18,19,28,42,1
2,6,8,23,26,1
1,17,25,30,37,1
5,16,27,28,29,1
11,13,20,21,29,1
8,9,19,21,28,1
4,9,19,21,28,1
4,8,19,21,28,1
4,8,9,21,28,1
4,8,9,19,28,1
4,8,9,19,21,1
15,16,31,32,33,1
9,16,31,32,33,1
9,15,31,32,33,1
9,15,16,32,33,1
9,15,16,31,33,1
9,15,16,31,32,1
16,27,28,29,40,1
5,27,28,29,40,1
5,16,28,29,40,1
5,16,27,29,40,1
5,16,27,28,40,1
11,13,20,21,22,1
11,13,20,22,29,1
1,7,25,30,37,1
11,13,21,22,29,1
1,7,17,30,37,1
1,7,17,25,37,1
1,7,17,25,30,1
5,7,17,28,39,1
2,7,17,28,39,1
2,5,17,28,39,1
2,5,7,28,39,1
2,5,7,17,39,1
2,5,7,17,28,1
6,15,17,20,35,1
2,15,17,20,35,1
2,6,17,20,35,1
2,6,15,20,35,1
2,6,15,17,35,1
2,6,15,17,20,1
13,20,21,22,29,1
11,20,21,22,29,1
18,33,34,37,41,1
5,18,34,37,41,1
5,7,21,27,36,1
11,15,21,30,35,1
14,17,26,27,34,1
14,17,24,27,34,1
14,17,24,26,34,1
14,17,24,26,27,1
15,21,30,34,35,1
11,21,30,34,35,1
11,15,30,34,35,1
11,15,21,34,35,1
11,15,21,30,34,1
5,18,33,37,41,1
12,14,29,30,40,1
11,14,29,30,40,1
11,12,29,30,40,1
11,12,14,30,40,1
11,12,14,29,40,1
11,12,14,29,30,1
9,15,24,33,42,1
3,15,24,33,42,1
14,24,26,27,34,1
17,24,26,27,34,1
12,13,14,18,22,1
12,13,14,18,36,1
16,21,23,24,30,1
16,31,34,35,41,1
14,31,34,35,41,1
14,16,34,35,41,1
14,16,31,35,41,1
14,16,31,34,41,1
14,16,31,34,35,1
8,14,23,34,37,1
4,14,23,34,37,1
4,8,23,34,37,1
4,8,14,34,37,1
4,8,14,23,37,1
4,8,14,23,34,1
13,14,18,22,36,1
12,14,18,22,36,1
12,13,18,22,36,1
12,13,14,22,36,1
3,9,24,33,42,1
3,9,15,33,42,1
3,9,15,24,42,1
3,6,22,29,33,1
3,5,6,29,33,1
3,5,6,22,33,1
3,5,6,22,29,1
15,20,21,23,24,1
7,20,21,23,24,1
7,15,21,23,24,1
7,15,20,23,24,1
7,15,20,21,24,1
7,15,20,21,23,1
21,29,33,35,40,1
14,29,33,35,40,1
14,21,33,35,40,1
14,21,29,35,40,1
14,21,29,33,40,1
14,21,29,33,35,1
7,9,21,27,36,1
5,9,21,27,36,1
3,5,22,29,33,1
5,6,22,29,33,1
3,9,15,24,33,1
17,19,26,28,37,1
16,19,22,31,35,1
4,19,22,31,35,1
4,16,22,31,35,1
4,16,19,31,35,1
4,16,19,22,35,1
4,16,19,22,31,1
8,10,16,19,31,1
5,10,16,19,31,1
5,8,16,19,31,1
5,8,10,19,31,1
5,8,10,16,31,1
5,8,10,16,19,1
19,26,28,37,42,1
17,26,28,37,42,1
17,19,28,37,42,1
17,19,26,37,42,1
17,19,26,28,42,1
16,21,23,24,31,1
16,21,23,30,31,1
16,21,24,30,31,1
1,4,28,35,38,1
2,18,21,30,32,1
2,15,21,30,32,1
2,15,18,30,32,1
2,15,18,21,32,1
2,15,18,21,30,1
17,19,21,26,36,1
2,19,21,26,36,1
2,17,21,26,36,1
2,17,19,26,36,1
2,17,19,21,36,1
2,17,19,21,26,1
14,21,26,32,40,1
3,21,26,32,40,1
3,14,26,32,40,1
3,14,21,32,40,1
3,14,21,26,40,1
8,18,27,29,35,1
15,18,21,30,32,1
1,4,28,35,42,1
3,8,27,29,35,1
1,4,28,38,42,1
5,18,33,34,41,1
5,18,33,34,37,1
19,25,37,40,42,1
3,25,37,40,42,1
3,19,37,40,42,1
3,19,25,40,42,1
3,19,25,37,42,1
3,19,25,37,40,1
15,33,38,39,41,1
12,33,38,39,41,1
12,15,38,39,41,1
12,15,33,39,41,1
12,15,33,38,41,1
12,15,33,38,39,1
4,28,35,38,42,1
1,28,35,38,42,1
1,4,35,38,42,1
3,18,27,29,35,1
3,8,18,29,35,1
16,23,24,30,31,1
12,14,19,35,41,1
6,12,19,35,41,1
6,12,14,35,41,1
6,12,14,19,41,1
6,12,14,19,35,1
6,13,16,27,38,1
1,13,16,27,38,1
1,6,16,27,38,1
1,6,13,27,38,1
1,6,13,16,38,1
1,6,13,16,27,1
12,15,22,23,25,1
4,15,22,23,25,1
4,12,22,23,25,1
4,12,15,23,25,1
4,12,15,22,25,1
4,12,15,22,23,1
21,23,24,30,31,1
6,14,19,35,41,1
3,4,5,16,28,1
3,8,18,27,35,1
3,4,5,16,42,1
3,8,18,27,29,1
15,18,22,23,35,1
11,18,22,23,35,1
11,15,22,23,35,1
11,15,18,23,35,1
11,15,18,22,35,1
11,15,18,22,23,1
10,25,28,31,40,1
7,25,28,31,40,1
7,10,28,31,40,1
7,10,25,31,40,1
7,10,25,28,40,1
7,10,25,28,31,1
4,5,16,28,42,1
3,5,16,28,42,1
3,4,16,28,42,1
3,4,5,28,42,1
19,16,37,36,5,1
