ball_1,ball_2,ball_3,ball_4,ball_5,win_times
1,24,26,36,42,1
1,16,26,36,42,1
1,15,20,26,35,1
1,20,25,26,35,1
1,16,24,26,42,1
15,20,25,26,35,1
8,15,26,35,36,1
8,12,26,35,36,1
8,12,15,35,36,1
8,12,15,26,36,1
8,12,15,26,35,1
4,11,18,29,35,1
1,11,18,29,35,1
1,4,18,29,35,1
1,4,11,29,35,1
1,4,11,18,35,1
1,4,11,18,29,1
5,7,15,34,37,1
2,7,15,34,37,1
2,5,15,34,37,1
2,5,7,34,37,1
2,5,7,15,37,1
2,5,7,15,34,1
1,16,24,36,42,1
1,16,24,26,36,1
11,15,30,32,40,1
1,3,35,41,42,1
1,3,14,35,42,1
1,3,14,35,41,1
5,6,14,33,35,1
2,6,14,33,35,1
2,5,14,33,35,1
2,5,6,33,35,1
2,5,6,14,35,1
2,5,6,14,33,1
19,21,30,35,40,1
7,21,30,35,40,1
7,19,30,35,40,1
7,19,21,35,40,1
7,19,21,30,40,1
7,19,21,30,35,1
15,30,31,32,40,1
11,30,31,32,40,1
11,15,31,32,40,1
1,3,14,41,42,1
1,14,35,41,42,1
8,16,36,37,42,1
3,14,35,41,42,1
5,16,36,37,42,1
5,8,36,37,42,1
5,8,16,37,42,1
5,8,16,36,42,1
5,8,16,36,37,1
6,29,30,35,38,1
1,29,30,35,38,1
1,6,30,35,38,1
1,6,29,35,38,1
1,6,29,30,38,1
1,6,29,30,35,1
15,17,28,32,38,1
1,17,28,32,38,1
1,15,28,32,38,1
1,15,17,32,38,1
1,15,17,28,38,1
1,15,17,28,32,1
4,5,17,31,38,1
4,5,22,31,38,1
4,17,22,31,38,1
6,21,26,35,38,1
3,12,26,27,34,1
20,29,38,39,42,1
5,29,38,39,42,1
5,20,38,39,42,1
5,20,29,39,42,1
5,20,29,38,42,1
5,20,29,38,39,1
10,21,26,35,38,1
6,10,26,35,38,1
11,16,20,30,31,1
6,10,21,35,38,1
6,10,21,26,38,1
6,10,21,26,35,1
6,14,21,29,35,1
5,14,21,29,35,1
5,6,21,29,35,1
5,6,14,29,35,1
5,6,14,21,35,1
3,12,26,27,39,1
3,12,26,34,39,1
3,12,27,34,39,1
3,26,27,34,39,1
13,15,31,37,41,1
13,15,22,37,41,1
13,15,22,31,41,1
13,15,22,31,37,1
5,7,11,27,35,1
3,7,11,27,35,1
3,5,11,27,35,1
3,5,7,27,35,1
3,5,7,11,35,1
3,5,7,11,27,1
12,22,28,36,37,1
4,22,28,36,37,1
4,12,28,36,37,1
4,12,22,36,37,1
4,12,22,28,37,1
4,12,22,28,36,1
12,26,27,34,39,1
5,6,14,21,29,1
10,14,21,22,42,1
7,14,21,22,42,1
3,8,24,31,40,1
5,22,25,27,31,1
1,22,25,27,31,1
1,5,25,27,31,1
1,5,22,27,31,1
1,5,22,25,31,1
1,5,22,25,27,1
17,20,22,23,38,1
8,20,22,23,38,1
8,17,22,23,38,1
8,17,20,23,38,1
8,17,20,22,38,1
8,17,20,22,23,1
4,5,8,26,36,1
1,5,8,26,36,1
1,4,8,26,36,1
1,4,5,26,36,1
1,4,5,8,36,1
3,8,24,31,32,1
3,8,24,32,40,1
7,10,21,22,42,1
3,8,31,32,40,1
7,10,14,22,42,1
7,10,14,21,42,1
7,10,14,21,22,1
26,27,28,31,34,1
13,27,28,31,34,1
13,26,28,31,34,1
13,26,27,31,34,1
13,26,27,28,34,1
13,26,27,28,31,1
13,22,31,32,41,1
2,22,31,32,41,1
2,13,31,32,41,1
2,13,22,32,41,1
2,13,22,31,41,1
2,13,22,31,32,1
8,24,31,32,40,1
3,24,31,32,40,1
13,22,31,37,41,1
15,22,31,37,41,1
19,24,33,36,38,1
1,3,12,20,30,1
1,3,9,12,30,1
1,3,9,12,20,1
8,27,28,35,37,1
3,27,28,35,37,1
3,8,28,35,37,1
3,8,27,35,37,1
3,8,27,28,37,1
3,8,27,28,35,1
9,13,27,37,42,1
8,13,27,37,42,1
8,9,27,37,42,1
8,9,13,37,42,1
8,9,13,27,42,1
8,9,13,27,37,1
9,10,11,17,28,1
2,10,11,17,28,1
2,9,11,17,28,1
1,3,9,20,30,1
1,9,12,20,30,1
2,9,10,11,28,1
3,9,12,20,30,1
10,21,26,33,40,1
10,20,26,33,40,1
10,20,21,33,40,1
10,20,21,26,40,1
10,20,21,26,33,1
10,21,23,26,37,1
8,21,23,26,37,1
8,10,23,26,37,1
8,10,21,26,37,1
8,10,21,23,37,1
8,10,21,23,26,1
3,29,30,34,36,1
1,29,30,34,36,1
1,3,30,34,36,1
1,3,29,34,36,1
1,3,29,30,36,1
1,3,29,30,34,1
2,9,10,17,28,1
2,9,10,11,17,1
19,24,33,36,39,1
1,17,37,38,42,1
1,17,21,37,42,1
1,17,21,37,38,1
27,29,30,35,39,1
8,29,30,35,39,1
8,27,30,35,39,1
8,27,29,35,39,1
8,27,29,30,35,1
17,20,21,28,29,1
2,20,21,28,29,1
2,17,21,28,29,1
2,17,20,28,29,1
2,17,20,21,29,1
2,17,20,21,28,1
24,33,36,38,39,1
19,33,36,38,39,1
19,24,36,38,39,1
19,24,33,38,39,1
1,17,21,38,42,1
1,21,37,38,42,1
6,20,22,24,32,1
17,21,37,38,42,1
2,20,22,24,32,1
2,6,22,24,32,1
2,6,20,24,32,1
2,6,20,22,32,1
2,6,20,22,24,1
12,14,15,17,37,1
6,14,15,17,37,1
6,12,15,17,37,1
6,12,14,17,37,1
6,12,14,15,37,1
6,12,14,15,17,1
19,27,38,40,41,1
2,27,38,40,41,1
2,19,38,40,41,1
2,19,27,40,41,1
2,19,27,38,41,1
2,19,27,38,40,1
1,4,5,8,26,1
5,16,20,30,31,1
5,17,22,31,38,1
5,10,19,29,38,1
4,22,23,28,35,1
1,22,23,28,35,1
1,4,23,28,35,1
1,4,22,28,35,1
1,4,22,23,35,1
1,4,22,23,28,1
10,12,19,29,38,1
5,12,19,29,38,1
5,10,12,29,38,1
5,11,20,30,31,1
5,10,12,19,38,1
5,10,12,19,29,1
2,15,17,22,42,1
1,15,17,22,42,1
1,2,17,22,42,1
1,2,15,22,42,1
1,2,15,17,42,1
1,2,15,17,22,1
6,17,19,25,29,1
6,17,19,25,36,1
6,17,19,29,36,1
6,17,25,29,36,1
13,18,22,35,36,1
13,18,22,24,36,1
13,18,22,24,35,1
10,17,22,33,36,1
2,17,22,33,36,1
2,10,22,33,36,1
2,10,17,33,36,1
2,10,17,22,36,1
2,10,17,22,33,1
14,15,16,33,37,1
11,15,16,33,37,1
11,14,16,33,37,1
11,14,15,33,37,1
11,14,15,16,37,1
11,14,15,16,33,1
17,19,25,29,36,1
6,19,25,29,36,1
3,20,24,31,39,1
1,20,24,31,39,1
1,3,24,31,39,1
22,23,24,25,29,1
2,12,19,33,40,1
2,4,19,33,40,1
2,4,12,33,40,1
2,4,12,19,40,1
2,4,12,19,33,1
5,23,27,38,40,1
3,23,27,38,40,1
3,5,27,38,40,1
3,5,23,38,40,1
3,5,23,27,40,1
3,5,23,27,38,1
16,28,29,30,31,1
9,28,29,30,31,1
9,16,29,30,31,1
9,16,28,30,31,1
9,16,28,29,31,1
9,16,28,29,30,1
4,12,19,33,40,1
22,23,24,25,37,1
1,3,20,31,39,1
22,23,24,29,37,1
1,3,20,24,39,1
1,3,20,24,31,1
13,19,36,39,40,1
5,19,36,39,40,1
5,13,36,39,40,1
5,13,19,39,40,1
5,13,19,36,40,1
5,13,19,36,39,1
10,13,31,38,42,1
5,13,31,38,42,1
5,10,31,38,42,1
5,10,13,38,42,1
5,10,13,31,42,1
5,10,13,31,38,1
23,24,25,29,37,1
22,24,25,29,37,1
22,23,25,29,37,1
13,18,24,35,36,1
13,22,24,35,36,1
18,22,24,35,36,1
3,6,7,20,29,1
15,16,21,22,27,1
1,16,21,22,27,1
1,15,21,22,27,1
1,15,16,22,27,1
1,15,16,21,27,1
1,15,16,21,22,1
8,9,28,39,41,1
5,9,28,39,41,1
5,8,28,39,41,1
5,8,9,39,41,1
5,8,9,28,41,1
5,8,9,28,39,1
11,19,26,32,34,1
3,19,26,32,34,1
3,11,26,32,34,1
3,11,19,32,34,1
3,11,19,26,34,1
3,6,7,20,26,1
3,6,7,26,29,1
25,30,38,39,42,1
3,6,20,26,29,1
5,11,16,30,31,1
5,11,16,20,31,1
5,11,16,20,30,1
6,14,22,23,33,1
5,14,22,23,33,1
5,6,22,23,33,1
5,6,14,23,33,1
5,6,14,22,33,1
5,6,14,22,23,1
10,11,18,21,22,1
2,11,18,21,22,1
2,10,18,21,22,1
2,10,11,21,22,1
2,10,11,18,22,1
2,10,11,18,21,1
6,7,20,26,29,1
3,7,20,26,29,1
3,11,19,26,32,1
24,30,38,39,42,1
7,16,19,34,40,1
4,9,16,25,38,1
5,8,14,21,31,1
4,8,14,21,31,1
4,5,14,21,31,1
4,5,8,21,31,1
4,5,8,14,31,1
4,5,8,14,21,1
16,26,37,38,39,1
9,26,37,38,39,1
9,16,37,38,39,1
9,16,26,38,39,1
9,16,26,37,39,1
9,16,26,37,38,1
16,19,34,40,42,1
7,19,34,40,42,1
7,16,34,40,42,1
7,16,19,40,42,1
7,16,19,34,42,1
4,9,16,25,35,1
4,9,16,35,38,1
24,25,38,39,42,1
4,9,25,35,38,1
24,25,30,39,42,1
24,25,30,38,42,1
24,25,30,38,39,1
8,17,26,28,37,1
1,17,26,28,37,1
1,8,26,28,37,1
1,8,17,28,37,1
1,8,17,26,37,1
1,8,17,26,28,1
25,31,33,34,38,1
5,31,33,34,38,1
5,25,33,34,38,1
5,25,31,34,38,1
5,25,31,33,38,1
5,25,31,33,34,1
9,16,25,35,38,1
4,16,25,35,38,1
10,16,17,35,37,1
4,8,9,20,33,1
10,16,17,28,35,1
4,8,11,25,34,1
3,14,15,28,31,1
3,6,15,28,31,1
3,6,14,28,31,1
3,6,14,15,31,1
3,6,14,15,28,1
8,11,24,25,34,1
4,11,24,25,34,1
4,8,24,25,34,1
4,8,11,24,34,1
9,13,14,33,39,1
4,8,11,24,25,1
4,14,16,23,35,1
3,14,16,23,35,1
3,4,16,23,35,1
3,4,14,23,35,1
3,4,14,16,35,1
3,4,14,16,23,1
17,32,34,38,41,1
6,14,15,28,31,1
1,6,14,18,30,1
1,6,14,18,36,1
1,6,14,30,36,1
4,22,33,34,41,1
4,22,33,34,36,1
14,19,39,41,42,1
10,19,39,41,42,1
10,14,39,41,42,1
10,14,19,41,42,1
10,14,19,39,42,1
10,14,19,39,41,1
2,10,11,18,23,1
1,10,11,18,23,1
1,2,11,18,23,1
1,2,10,18,23,1
1,2,10,11,23,1
1,2,10,11,18,1
6,14,18,30,36,1
1,14,18,30,36,1
1,6,18,30,36,1
10,32,34,38,41,1
10,17,34,38,41,1
10,17,32,38,41,1
9,25,30,31,39,1
6,9,30,31,39,1
6,9,25,31,39,1
6,9,25,30,39,1
6,9,25,30,31,1
10,14,17,18,25,1
6,14,17,18,25,1
6,10,17,18,25,1
6,10,14,18,25,1
6,10,14,17,25,1
15,19,22,35,37,1
12,19,22,35,37,1
12,15,22,35,37,1
12,15,19,35,37,1
12,15,19,22,37,1
12,15,19,22,35,1
13,14,17,33,39,1
9,14,17,33,39,1
6,25,30,31,39,1
27,29,33,34,38,1
10,17,32,34,41,1
27,29,33,34,40,1
10,17,32,34,38,1
15,24,32,34,37,1
8,24,32,34,37,1
8,15,32,34,37,1
8,15,24,34,37,1
8,15,24,32,37,1
8,15,24,32,34,1
21,25,31,35,41,1
13,25,31,35,41,1
13,21,31,35,41,1
13,21,25,35,41,1
13,21,25,31,41,1
13,21,25,31,35,1
29,33,34,38,40,1
27,33,34,38,40,1
27,29,34,38,40,1
27,29,33,38,40,1
4,22,33,36,41,1
4,22,34,36,41,1
4,33,34,36,41,1
5,6,9,24,25,1
6,20,25,39,42,1
6,13,25,39,42,1
6,13,20,39,42,1
6,13,20,25,42,1
6,13,20,25,39,1
26,28,33,38,41,1
11,28,33,38,41,1
11,26,33,38,41,1
11,26,28,38,41,1
11,26,28,33,41,1
11,26,28,33,38,1
12,19,20,23,38,1
4,19,20,23,38,1
4,12,20,23,38,1
4,12,19,23,38,1
4,12,19,20,38,1
4,12,19,20,23,1
13,20,25,39,42,1
5,6,9,24,35,1
4,23,27,31,33,1
5,6,9,25,35,1
6,9,10,19,38,1
6,9,10,19,37,1
12,15,27,28,32,1
9,15,27,28,32,1
9,12,27,28,32,1
9,12,15,28,32,1
9,12,15,27,32,1
9,12,15,27,28,1
28,32,38,39,40,1
9,32,38,39,40,1
9,28,38,39,40,1
9,28,32,39,40,1
9,28,32,38,40,1
9,28,32,38,39,1
6,9,24,25,35,1
5,9,24,25,35,1
5,6,24,25,35,1
15,23,27,31,33,1
4,15,27,31,33,1
22,33,34,36,41,1
2,6,11,12,16,1
2,22,28,33,39,1
2,7,28,33,39,1
2,7,22,33,39,1
2,7,22,28,39,1
2,7,22,28,33,1
8,9,14,34,38,1
2,9,14,34,38,1
2,8,14,34,38,1
2,8,9,34,38,1
2,8,9,14,38,1
2,8,9,14,34,1
14,23,36,37,42,1
3,23,36,37,42,1
3,14,36,37,42,1
3,14,23,37,42,1
3,14,23,36,42,1
3,14,23,36,37,1
7,22,28,33,39,1
2,6,11,12,20,1
4,15,23,31,33,1
2,6,11,16,20,1
4,15,23,27,33,1
4,15,23,27,31,1
12,13,22,32,42,1
8,13,22,32,42,1
8,12,22,32,42,1
8,12,13,32,42,1
8,12,13,22,42,1
8,12,13,22,32,1
9,20,24,30,34,1
8,20,24,30,34,1
8,9,24,30,34,1
8,9,20,30,34,1
8,9,20,24,34,1
8,9,20,24,30,1
6,11,12,16,20,1
2,11,12,16,20,1
2,6,12,16,20,1
9,13,17,33,39,1
9,13,14,17,39,1
6,9,19,37,38,1
14,21,24,25,31,1
1,3,28,31,36,1
1,3,28,29,36,1
1,3,28,29,31,1
21,24,25,31,35,1
14,24,25,31,35,1
14,21,25,31,35,1
14,21,24,31,35,1
14,21,24,25,35,1
13,19,21,22,30,1
9,13,14,17,33,1
3,19,21,22,30,1
3,13,21,22,30,1
3,13,19,22,30,1
3,13,19,21,30,1
3,13,19,21,22,1
16,18,29,32,37,1
8,18,29,32,37,1
8,16,29,32,37,1
1,3,29,31,36,1
1,28,29,31,36,1
3,28,29,31,36,1
21,24,25,35,37,1
12,31,34,35,38,1
2,31,34,35,38,1
2,12,34,35,38,1
2,12,31,35,38,1
2,12,31,34,38,1
2,12,31,34,35,1
18,19,27,32,35,1
4,19,27,32,35,1
4,18,27,32,35,1
4,18,19,32,35,1
4,18,19,27,35,1
4,18,19,27,32,1
24,25,35,37,40,1
21,25,35,37,40,1
21,24,35,37,40,1
21,24,25,37,40,1
21,24,25,35,40,1
8,16,18,32,37,1
8,16,18,29,37,1
8,16,18,29,32,1
5,7,24,37,39,1
5,7,12,24,39,1
5,7,12,24,37,1
3,5,12,29,37,1
1,5,12,29,37,1
1,3,12,29,37,1
1,3,5,29,37,1
1,3,5,12,37,1
1,3,5,12,29,1
21,22,28,33,35,1
11,22,28,33,35,1
11,21,28,33,35,1
11,21,22,33,35,1
11,21,22,28,35,1
11,21,22,28,33,1
19,24,26,28,33,1
5,24,26,28,33,1
5,19,26,28,33,1
5,7,12,37,39,1
5,12,24,37,39,1
6,10,11,33,36,1
7,12,24,37,39,1
4,10,11,33,36,1
4,6,11,33,36,1
4,6,10,33,36,1
4,6,10,11,36,1
4,6,10,11,33,1
6,20,25,26,38,1
5,20,25,26,38,1
5,6,25,26,38,1
5,6,20,26,38,1
5,6,20,25,38,1
5,6,20,25,26,1
16,34,37,39,42,1
4,34,37,39,42,1
4,16,37,39,42,1
4,16,34,39,42,1
4,16,34,37,42,1
4,16,34,37,39,1
1,9,10,18,26,1
1,9,10,18,37,1
1,9,10,26,37,1
2,12,19,22,33,1
2,7,12,22,33,1
2,7,12,19,33,1
2,7,12,19,22,1
6,20,26,33,34,1
1,20,26,33,34,1
1,6,26,33,34,1
1,6,20,33,34,1
1,6,20,26,34,1
1,6,20,26,33,1
14,15,26,39,42,1
3,15,26,39,42,1
3,14,26,39,42,1
3,14,15,39,42,1
3,14,15,26,42,1
3,14,15,26,39,1
24,27,28,36,41,1
5,27,28,36,41,1
2,7,19,22,33,1
7,12,19,22,33,1
5,24,27,36,41,1
2,8,26,33,36,1
9,13,19,32,35,1
3,13,19,32,35,1
3,9,19,32,35,1
3,9,13,32,35,1
3,9,13,19,35,1
3,9,13,19,32,1
19,29,31,33,39,1
18,29,31,33,39,1
18,19,31,33,39,1
18,19,29,33,39,1
18,19,29,31,39,1
18,19,29,31,33,1
8,26,33,36,39,1
2,26,33,36,39,1
2,8,33,36,39,1
2,8,26,36,39,1
2,8,26,33,39,1
5,24,28,36,41,1
5,24,27,28,41,1
1,9,18,26,37,1
6,15,16,19,32,1
6,10,15,19,32,1
6,10,15,16,32,1
6,10,15,16,19,1
26,32,34,36,37,1
5,32,34,36,37,1
5,26,34,36,37,1
5,26,32,36,37,1
5,26,32,34,37,1
5,26,32,34,36,1
5,6,18,40,41,1
4,6,18,40,41,1
4,5,18,40,41,1
4,5,6,40,41,1
4,5,6,18,41,1
4,5,6,18,40,1
9,10,18,26,37,1
1,10,18,26,37,1
6,10,16,19,32,1
10,15,16,19,32,1
5,24,27,28,36,1
4,8,9,32,34,1
10,25,26,34,40,1
9,25,26,34,40,1
9,10,26,34,40,1
9,10,25,34,40,1
9,10,25,26,40,1
9,10,25,26,34,1
8,15,18,27,34,1
3,15,18,27,34,1
3,8,18,27,34,1
3,8,15,27,34,1
3,8,15,18,34,1
3,8,15,18,27,1
8,9,32,34,40,1
4,9,32,34,40,1
4,8,32,34,40,1
4,8,9,34,40,1
4,8,9,32,40,1
6,9,10,37,38,1
6,10,19,37,38,1
5,19,24,26,33,1
8,10,15,31,34,1
6,24,35,37,42,1
6,24,28,37,42,1
6,24,28,35,42,1
6,24,28,35,37,1
10,15,31,34,38,1
8,15,31,34,38,1
8,10,31,34,38,1
8,10,15,34,38,1
19,33,37,38,39,1
4,6,19,25,42,1
17,33,37,38,39,1
17,19,37,38,39,1
17,19,33,38,39,1
17,19,33,37,39,1
17,19,33,37,38,1
11,13,27,32,37,1
9,13,27,32,37,1
9,11,27,32,37,1
6,28,35,37,42,1
24,28,35,37,42,1
1,10,26,28,29,1
1,10,26,28,42,1
3,15,17,28,32,1
17,19,29,35,41,1
4,19,29,35,41,1
4,17,29,35,41,1
4,17,19,35,41,1
4,17,19,29,41,1
4,17,19,29,35,1
7,18,29,32,38,1
1,18,29,32,38,1
1,7,29,32,38,1
1,7,18,32,38,1
1,7,18,29,38,1
1,7,18,29,32,1
10,26,28,29,42,1
1,26,28,29,42,1
1,10,28,29,42,1
1,10,26,29,42,1
9,11,13,32,37,1
9,11,13,27,37,1
9,11,13,27,32,1
2,8,36,38,40,1
2,8,20,36,40,1
2,8,20,36,38,1
5,21,31,32,41,1
2,21,31,32,41,1
2,5,31,32,41,1
2,5,21,32,41,1
2,5,21,31,41,1
2,5,21,31,32,1
10,13,17,21,32,1
2,13,17,21,32,1
2,10,17,21,32,1
2,10,13,21,32,1
2,10,13,17,32,1
2,10,13,17,21,1
6,19,25,41,42,1
4,19,25,41,42,1
4,6,25,41,42,1
2,8,20,38,40,1
2,20,36,38,40,1
15,17,26,29,33,1
8,20,36,38,40,1
4,17,26,29,33,1
4,15,26,29,33,1
4,15,17,29,33,1
4,15,17,26,33,1
4,15,17,26,29,1
18,23,24,28,35,1
2,23,24,28,35,1
2,18,24,28,35,1
2,18,23,28,35,1
2,18,23,24,35,1
2,18,23,24,28,1
2,3,27,28,31,1
1,3,27,28,31,1
1,2,27,28,31,1
1,2,3,28,31,1
1,2,3,27,31,1
1,2,3,27,28,1
3,15,17,28,39,1
3,15,17,32,39,1
3,15,28,32,39,1
21,22,29,30,33,1
12,21,29,30,33,1
12,21,22,30,33,1
12,21,22,29,33,1
12,21,22,29,30,1
8,9,13,28,34,1
3,9,13,28,34,1
3,8,13,28,34,1
3,8,9,28,34,1
3,8,9,13,34,1
3,8,9,13,28,1
6,15,16,17,41,1
3,15,16,17,41,1
3,6,16,17,41,1
3,6,15,17,41,1
3,6,15,16,41,1
3,6,15,16,17,1
6,23,26,32,33,1
12,22,29,30,33,1
18,24,28,33,34,1
4,6,26,32,33,1
18,24,28,33,41,1
2,14,16,21,41,1
2,14,16,21,36,1
18,20,22,34,39,1
11,20,22,34,39,1
11,18,22,34,39,1
11,18,20,34,39,1
11,18,20,22,39,1
11,18,20,22,34,1
8,10,14,17,18,1
6,8,14,17,18,1
6,8,10,17,18,1
6,8,10,14,18,1
6,8,10,14,17,1
24,28,33,34,41,1
18,28,33,34,41,1
18,24,33,34,41,1
18,24,28,34,41,1
4,23,26,32,33,1
4,6,23,32,33,1
3,17,28,32,39,1
4,23,32,34,40,1
2,4,32,34,40,1
2,4,23,34,40,1
2,4,23,32,40,1
2,4,23,32,34,1
17,19,27,28,34,1
16,19,27,28,34,1
16,17,27,28,34,1
16,17,19,28,34,1
16,17,19,27,34,1
16,17,19,27,28,1
7,10,19,40,42,1
2,10,19,40,42,1
2,7,19,40,42,1
2,7,10,40,42,1
2,7,10,19,42,1
2,7,10,19,40,1
15,17,28,32,39,1
2,23,32,34,40,1
9,16,18,29,35,1
4,6,23,26,33,1
9,16,18,29,38,1
4,6,23,26,32,1
13,21,24,31,40,1
6,21,24,31,40,1
6,13,24,31,40,1
6,13,21,31,40,1
6,13,21,24,40,1
6,13,21,24,31,1
5,11,25,27,28,1
2,11,25,27,28,1
2,5,25,27,28,1
2,5,11,27,28,1
2,5,11,25,28,1
2,5,11,25,27,1
16,18,29,35,38,1
9,18,29,35,38,1
9,16,29,35,38,1
9,16,18,35,38,1
4,6,19,41,42,1
4,6,19,25,41,1
9,10,19,37,38,1
6,24,28,31,34,1
1,10,11,13,36,1
10,12,20,29,30,1
2,12,20,29,30,1
2,10,20,29,30,1
2,10,12,29,30,1
2,10,12,20,30,1
2,10,12,20,29,1
12,24,28,31,34,1
6,12,28,31,34,1
10,14,15,29,39,1
6,12,24,31,34,1
6,12,24,28,34,1
6,12,24,28,31,1
13,14,26,33,38,1
9,14,26,33,38,1
9,13,26,33,38,1
9,13,14,33,38,1
9,13,14,26,38,1
1,10,11,13,42,1
1,10,11,36,42,1
1,10,13,36,42,1
1,11,13,36,42,1
4,7,21,32,38,1
4,7,10,32,38,1
4,7,10,21,38,1
4,7,10,21,32,1
10,19,26,27,41,1
1,19,26,27,41,1
1,10,26,27,41,1
1,10,19,27,41,1
1,10,19,26,41,1
1,10,19,26,27,1
7,13,20,24,26,1
6,13,20,24,26,1
6,7,20,24,26,1
6,7,13,24,26,1
6,7,13,20,26,1
6,7,13,20,24,1
10,11,13,36,42,1
9,13,14,26,33,1
15,17,33,35,42,1
10,17,33,35,42,1
3,4,9,16,17,1
11,26,28,38,42,1
11,20,28,38,42,1
11,20,26,38,42,1
11,20,26,28,42,1
11,20,26,28,38,1
9,13,22,34,35,1
7,13,22,34,35,1
7,9,22,34,35,1
7,9,13,34,35,1
7,9,13,22,35,1
7,9,13,22,34,1
16,20,25,39,42,1
9,20,25,39,42,1
9,16,25,39,42,1
9,16,20,39,42,1
9,16,20,25,42,1
9,16,20,25,39,1
20,26,28,38,42,1
3,4,9,16,19,1
10,15,33,35,42,1
3,4,9,17,19,1
10,15,17,35,42,1
10,15,17,33,42,1
10,15,17,33,35,1
10,16,18,20,39,1
10,15,18,20,39,1
10,15,16,20,39,1
10,15,16,18,39,1
10,15,16,18,20,1
4,14,24,36,42,1
1,14,24,36,42,1
1,4,24,36,42,1
1,4,14,36,42,1
1,4,14,24,42,1
1,4,14,24,36,1
4,9,16,17,19,1
3,9,16,17,19,1
3,4,16,17,19,1
4,10,21,32,38,1
7,10,21,32,38,1
2,19,26,30,34,1
4,14,27,33,41,1
4,14,22,27,41,1
4,14,22,27,33,1
12,13,17,24,26,1
10,13,17,24,26,1
10,12,17,24,26,1
10,12,13,24,26,1
10,12,13,17,26,1
10,12,13,17,24,1
9,11,25,32,34,1
4,11,25,32,34,1
4,9,25,32,34,1
4,9,11,32,34,1
4,9,11,25,34,1
4,9,11,25,32,1
8,9,17,24,38,1
5,9,17,24,38,1
5,8,17,24,38,1
4,14,22,33,41,1
4,22,27,33,41,1
5,8,9,17,38,1
14,22,27,33,41,1
9,14,15,29,39,1
9,10,15,29,39,1
9,10,14,29,39,1
9,10,14,15,39,1
9,10,14,15,29,1
16,21,32,35,38,1
3,21,32,35,38,1
3,16,32,35,38,1
3,16,21,35,38,1
3,16,21,32,38,1
3,16,21,32,35,1
11,17,27,32,40,1
7,17,27,32,40,1
7,11,27,32,40,1
7,11,17,32,40,1
7,11,17,27,40,1
7,11,17,27,32,1
5,8,9,24,38,1
5,8,9,17,24,1
2,19,26,30,35,1
20,25,31,34,41,1
20,25,29,31,34,1
10,12,16,29,31,1
5,12,16,29,31,1
5,10,16,29,31,1
5,10,12,29,31,1
5,10,12,16,31,1
5,10,12,16,29,1
14,16,30,35,42,1
5,16,30,35,42,1
5,14,30,35,42,1
5,14,16,35,42,1
5,14,16,30,42,1
5,14,16,30,35,1
19,26,30,34,35,1
2,26,30,34,35,1
2,19,30,34,35,1
2,19,26,34,35,1
20,25,29,31,41,1
20,29,31,34,41,1
27,30,34,38,39,1
25,29,31,34,41,1
4,30,34,38,39,1
4,27,34,38,39,1
4,27,30,38,39,1
4,27,30,34,39,1
4,27,30,34,38,1
13,16,17,32,42,1
12,16,17,32,42,1
12,13,17,32,42,1
12,13,16,32,42,1
12,13,16,17,42,1
12,13,16,17,32,1
14,15,20,23,42,1
11,15,20,23,42,1
11,14,20,23,42,1
11,14,15,23,42,1
11,14,15,20,42,1
11,14,15,20,23,1
5,19,24,28,33,1
5,19,24,26,28,1
2,14,21,36,41,1
12,17,18,21,22,1
1,16,18,25,35,1
1,15,18,25,35,1
1,15,16,25,35,1
1,15,16,18,35,1
1,15,16,18,25,1
17,18,19,21,22,1
12,18,19,21,22,1
12,17,19,21,22,1
12,17,18,19,22,1
1,3,12,18,30,1
12,17,18,19,21,1
19,33,36,41,42,1
10,33,36,41,42,1
10,19,36,41,42,1
10,19,33,41,42,1
10,19,33,36,42,1
10,19,33,36,41,1
6,17,19,34,38,1
15,16,18,25,35,1
1,2,27,30,33,1
1,2,27,30,37,1
1,2,27,33,37,1
5,18,24,28,30,1
5,18,24,28,29,1
11,17,23,29,35,1
3,17,23,29,35,1
3,11,23,29,35,1
3,11,17,29,35,1
3,11,17,23,35,1
3,11,17,23,29,1
15,24,38,41,42,1
6,24,38,41,42,1
6,15,38,41,42,1
6,15,24,41,42,1
6,15,24,38,42,1
6,15,24,38,41,1
2,27,30,33,37,1
1,27,30,33,37,1
1,2,30,33,37,1
2,17,19,34,38,1
2,6,19,34,38,1
2,6,17,34,38,1
16,19,23,32,39,1
5,16,23,32,39,1
5,16,19,32,39,1
5,16,19,23,39,1
5,16,19,23,32,1
6,12,25,27,33,1
4,12,25,27,33,1
4,6,25,27,33,1
4,6,12,27,33,1
4,6,12,25,33,1
4,6,12,25,27,1
20,28,29,30,42,1
10,28,29,30,42,1
10,20,29,30,42,1
10,20,28,30,42,1
10,20,28,29,42,1
10,20,28,29,30,1
3,11,12,18,30,1
5,19,23,32,39,1
2,6,10,15,17,1
2,6,17,19,38,1
2,6,10,15,41,1
2,6,17,19,34,1
13,27,30,34,36,1
4,27,30,34,36,1
4,13,30,34,36,1
4,13,27,34,36,1
4,13,27,30,36,1
4,13,27,30,34,1
15,16,22,39,41,1
5,16,22,39,41,1
5,15,22,39,41,1
5,15,16,39,41,1
5,15,16,22,41,1
5,15,16,22,39,1
6,10,15,17,41,1
2,10,15,17,41,1
2,6,15,17,41,1
2,6,10,17,41,1
